# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(11S 0500 3809 1000)",3.1,2,149,34.4270,-116.9946,0,0.320,"UTM:(11S 0500 3809 1000)",""
"UTM:(11S 0504 3811 1000)",3.8,1,149,34.4450,-116.9511,0,0.330,"UTM:(11S 0504 3811 1000)",""
"UTM:(11S 0506 3766 1000)",2.7,1,192,34.0392,-116.9296,0,0.330,"UTM:(11S 0506 3766 1000)",""
"UTM:(11S 0506 3788 1000)",2.1,7,171,34.2376,-116.9294,0,0.277,"UTM:(11S 0506 3788 1000)",""
"UTM:(11S 0506 3789 1000)",3.4,1,170,34.2466,-116.9294,0,0.330,"UTM:(11S 0506 3789 1000)",""
"UTM:(11S 0506 3811 1000)",3.4,1,149,34.4450,-116.9292,0,0.330,"UTM:(11S 0506 3811 1000)",""
"UTM:(11S 0507 3771 1000)",2.7,2,187,34.0842,-116.9187,0,0.320,"UTM:(11S 0507 3771 1000)",""
"UTM:(11S 0508 3771 1000)",3.1,1,188,34.0842,-116.9078,0,0.330,"UTM:(11S 0508 3771 1000)",""
"UTM:(11S 0508 3788 1000)",2.2,1,172,34.2375,-116.9077,0,0.330,"UTM:(11S 0508 3788 1000)",""
"UTM:(11S 0509 3789 1000)",3.4,2,171,34.2466,-116.8969,0,0.320,"UTM:(11S 0509 3789 1000)",""
"UTM:(11S 0510 3788 1000)",5.2,3,172,34.2375,-116.8860,0,0.311,"UTM:(11S 0510 3788 1000)",""
"UTM:(11S 0510 3863 1000)",4.1,1,104,34.9139,-116.8851,0,0.330,"UTM:(11S 0510 3863 1000)",""
"UTM:(11S 0511 3780 1000)",3.4,2,180,34.1654,-116.8752,0,0.320,"UTM:(11S 0511 3780 1000)",""
"UTM:(11S 0512 3788 1000)",5.0,2,173,34.2375,-116.8642,0,0.320,"UTM:(11S 0512 3788 1000)",""
"UTM:(11S 0512 3790 1000)",4.1,1,171,34.2555,-116.8642,0,0.330,"UTM:(11S 0512 3790 1000)",""
"UTM:(11S 0514 3790 1000)",4.1,1,172,34.2555,-116.8426,0,0.330,"UTM:(11S 0514 3790 1000)",""
"UTM:(11S 0514 3811 1000)",4.1,2,152,34.4449,-116.8422,0,0.320,"UTM:(11S 0514 3811 1000)",""
"UTM:(11S 0515 3862 1000)",5.0,2,108,34.9048,-116.8304,0,0.320,"UTM:(11S 0515 3862 1000)",""
"UTM:(11S 0519 3789 1000)",2.7,1,174,34.2464,-116.7883,0,0.330,"UTM:(11S 0519 3789 1000)",""
"UTM:(11S 0521 3890 1000)",4.1,3,91,35.1572,-116.7639,0,0.311,"UTM:(11S 0521 3890 1000)",""
"UTM:(11S 0521 4084 1000)",3.4,1,149,36.9062,-116.7587,0,0.330,"UTM:(11S 0521 4084 1000)",""
"UTM:(11S 0527 3902 1000)",4.1,1,88,35.2652,-116.6976,0,0.330,"UTM:(11S 0527 3902 1000)",""
"UTM:(11S 0529 3901 1000)",3.1,1,90,35.2562,-116.6757,0,0.330,"UTM:(11S 0529 3901 1000)",""
"UTM:(11S 0530 3901 1000)",3.4,1,91,35.2561,-116.6647,0,0.330,"UTM:(11S 0530 3901 1000)",""
"UTM:(11S 0553 3789 1000)",3.4,1,190,34.2452,-116.4190,0,0.330,"UTM:(11S 0553 3789 1000)",""
"UTM:(11S 0556 3783 1000)",2.7,2,196,34.1910,-116.3869,0,0.320,"UTM:(11S 0556 3783 1000)",""
"UTM:(11S 0580 4006 1000)",3.1,1,138,36.2000,-116.1046,0,0.330,"UTM:(11S 0580 4006 1000)",""
"UTM:(11S 0582 4006 1000)",3.4,1,140,36.1998,-116.0823,0,0.330,"UTM:(11S 0582 4006 1000)",""
"UTM:(11S 0588 4010 1000)",3.4,1,147,36.2353,-116.0152,0,0.330,"UTM:(11S 0588 4010 1000)",""
"UTM:(11S 0588 4011 1000)",2.7,1,147,36.2443,-116.0150,0,0.330,"UTM:(11S 0588 4011 1000)",""
"UTM:(11S 0588 4015 1000)",3.4,1,149,36.2804,-116.0145,0,0.330,"UTM:(11S 0588 4015 1000)",""
"UTM:(11S 0588 4017 1000)",4.1,1,150,36.2985,-116.0144,0,0.330,"UTM:(11S 0588 4017 1000)",""
"UTM:(11S 0590 4008 1000)",3.3,14,148,36.2172,-115.9931,0,0.230,"UTM:(11S 0590 4008 1000)",""
"UTM:(11S 0592 4004 1000)",4.1,1,148,36.1808,-115.9714,0,0.330,"UTM:(11S 0592 4004 1000)",""
"UTM:(11S 0621 4013 1000)",2.2,1,178,36.2587,-115.6475,0,0.330,"UTM:(11S 0621 4013 1000)",""
