# Columns: Geocoded box,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,State
"UTM:(10S 0584 4400 1000)",2.2,1,568,39.7503,-122.0137,0,0.330,"UTM:(10S 0584 4400 1000)",""
"UTM:(10S 0585 4090 1000)",1.0,1,402,36.9567,-122.0396,0,0.330,"UTM:(10S 0585 4090 1000)",""
"UTM:(10S 0585 4131 1000)",2.0,1,415,37.3263,-122.0349,0,0.330,"UTM:(10S 0585 4131 1000)",""
"UTM:(10S 0585 4133 1000)",2.0,3,416,37.3443,-122.0347,0,0.311,"UTM:(10S 0585 4133 1000)",""
"UTM:(10S 0585 4136 1000)",1.0,2,417,37.3713,-122.0344,0,0.320,"UTM:(10S 0585 4136 1000)",""
"UTM:(10S 0585 4137 1000)",2.7,2,417,37.3803,-122.0343,0,0.320,"UTM:(10S 0585 4137 1000)",""
"UTM:(10S 0585 4174 1000)",2.0,3,432,37.7138,-122.0299,0,0.311,"UTM:(10S 0585 4174 1000)",""
"UTM:(10S 0585 4189 1000)",2.0,5,438,37.8490,-122.0282,0,0.293,"UTM:(10S 0585 4189 1000)",""
"UTM:(10S 0585 4201 1000)",2.0,1,444,37.9570,-122.0267,0,0.330,"UTM:(10S 0585 4201 1000)",""
"UTM:(10S 0585 4235 1000)",2.0,1,461,38.2634,-122.0226,0,0.330,"UTM:(10S 0585 4235 1000)",""
"UTM:(10S 0585 4236 1000)",1.0,1,462,38.2724,-122.0225,0,0.330,"UTM:(10S 0585 4236 1000)",""
"UTM:(10S 0585 4245 1000)",2.0,1,467,38.3535,-122.0214,0,0.330,"UTM:(10S 0585 4245 1000)",""
"UTM:(10S 0585 4282 1000)",2.0,1,488,38.6869,-122.0169,0,0.330,"UTM:(10S 0585 4282 1000)",""
"UTM:(10S 0585 4283 1000)",2.0,2,489,38.6959,-122.0168,0,0.320,"UTM:(10S 0585 4283 1000)",""
"UTM:(10S 0585 4376 1000)",2.0,1,550,39.5340,-122.0051,0,0.330,"UTM:(10S 0585 4376 1000)",""
"UTM:(10S 0586 4092 1000)",2.0,3,402,36.9746,-122.0281,0,0.311,"UTM:(10S 0586 4092 1000)",""
"UTM:(10S 0586 4125 1000)",1.0,1,412,37.2721,-122.0244,0,0.330,"UTM:(10S 0586 4125 1000)",""
"UTM:(10S 0586 4127 1000)",3.1,1,413,37.2901,-122.0241,0,0.330,"UTM:(10S 0586 4127 1000)",""
"UTM:(10S 0586 4130 1000)",2.0,2,414,37.3171,-122.0238,0,0.320,"UTM:(10S 0586 4130 1000)",""
"UTM:(10S 0586 4131 1000)",2.7,2,414,37.3261,-122.0237,0,0.320,"UTM:(10S 0586 4131 1000)",""
"UTM:(10S 0586 4135 1000)",2.7,1,415,37.3621,-122.0232,0,0.330,"UTM:(10S 0586 4135 1000)",""
"UTM:(10S 0586 4136 1000)",1.0,1,416,37.3712,-122.0231,0,0.330,"UTM:(10S 0586 4136 1000)",""
"UTM:(10S 0586 4138 1000)",2.0,1,416,37.3893,-122.0228,0,0.330,"UTM:(10S 0586 4138 1000)",""
"UTM:(10S 0586 4233 1000)",2.0,1,460,38.2454,-122.0115,0,0.330,"UTM:(10S 0586 4233 1000)",""
"UTM:(10S 0586 4234 1000)",2.1,4,460,38.2544,-122.0113,0,0.302,"UTM:(10S 0586 4234 1000)",""
"UTM:(10S 0587 4125 1000)",2.0,4,411,37.2720,-122.0131,0,0.302,"UTM:(10S 0587 4125 1000)",""
"UTM:(10S 0587 4130 1000)",2.0,1,413,37.3171,-122.0125,0,0.330,"UTM:(10S 0587 4130 1000)",""
"UTM:(10S 0587 4135 1000)",1.0,1,414,37.3621,-122.0119,0,0.330,"UTM:(10S 0587 4135 1000)",""
"UTM:(10S 0587 4136 1000)",1.0,1,415,37.3711,-122.0118,0,0.330,"UTM:(10S 0587 4136 1000)",""
"UTM:(10S 0587 4137 1000)",1.0,1,415,37.3802,-122.0117,0,0.330,"UTM:(10S 0587 4137 1000)",""
"UTM:(10S 0587 4139 1000)",2.0,1,416,37.3982,-122.0114,0,0.330,"UTM:(10S 0587 4139 1000)",""
"UTM:(10S 0587 4157 1000)",1.0,1,423,37.5603,-122.0093,0,0.330,"UTM:(10S 0587 4157 1000)",""
"UTM:(10S 0587 4187 1000)",2.0,2,436,37.8308,-122.0057,0,0.320,"UTM:(10S 0587 4187 1000)",""
"UTM:(10S 0587 4202 1000)",1.0,1,443,37.9659,-122.0038,0,0.330,"UTM:(10S 0587 4202 1000)",""
"UTM:(10S 0587 4245 1000)",2.0,2,465,38.3533,-121.9986,0,0.320,"UTM:(10S 0587 4245 1000)",""
"UTM:(10S 0588 4127 1000)",2.0,1,411,37.2899,-122.0016,0,0.330,"UTM:(10S 0588 4127 1000)",""
"UTM:(10S 0588 4132 1000)",1.0,1,412,37.3349,-122.0010,0,0.330,"UTM:(10S 0588 4132 1000)",""
"UTM:(10S 0588 4156 1000)",1.0,1,421,37.5512,-121.9981,0,0.330,"UTM:(10S 0588 4156 1000)",""
"UTM:(10S 0588 4185 1000)",2.0,1,434,37.8127,-121.9946,0,0.330,"UTM:(10S 0588 4185 1000)",""
"UTM:(10S 0588 4232 1000)",3.0,3,457,38.2361,-121.9888,0,0.311,"UTM:(10S 0588 4232 1000)",""
"UTM:(10S 0588 4244 1000)",1.0,1,464,38.3443,-121.9872,0,0.330,"UTM:(10S 0588 4244 1000)",""
"UTM:(10S 0588 4245 1000)",3.0,2,464,38.3533,-121.9871,0,0.320,"UTM:(10S 0588 4245 1000)",""
"UTM:(10S 0588 4248 1000)",2.0,1,466,38.3803,-121.9868,0,0.330,"UTM:(10S 0588 4248 1000)",""
"UTM:(10S 0588 4264 1000)",2.0,1,475,38.5245,-121.9847,0,0.330,"UTM:(10S 0588 4264 1000)",""
"UTM:(10S 0589 4101 1000)",2.2,1,402,37.0555,-121.9934,0,0.330,"UTM:(10S 0589 4101 1000)",""
"UTM:(10S 0589 4125 1000)",2.2,2,409,37.2717,-121.9905,0,0.320,"UTM:(10S 0589 4125 1000)",""
"UTM:(10S 0589 4126 1000)",1.0,1,409,37.2808,-121.9904,0,0.330,"UTM:(10S 0589 4126 1000)",""
"UTM:(10S 0589 4133 1000)",1.0,1,412,37.3439,-121.9896,0,0.330,"UTM:(10S 0589 4133 1000)",""
"UTM:(10S 0589 4134 1000)",2.0,3,412,37.3529,-121.9894,0,0.311,"UTM:(10S 0589 4134 1000)",""
"UTM:(10S 0589 4135 1000)",2.0,1,413,37.3619,-121.9893,0,0.330,"UTM:(10S 0589 4135 1000)",""
"UTM:(10S 0589 4156 1000)",2.0,2,421,37.5511,-121.9868,0,0.320,"UTM:(10S 0589 4156 1000)",""
"UTM:(10S 0589 4185 1000)",3.4,1,433,37.8126,-121.9832,0,0.330,"UTM:(10S 0589 4185 1000)",""
"UTM:(10S 0589 4186 1000)",2.0,1,434,37.8216,-121.9830,0,0.330,"UTM:(10S 0589 4186 1000)",""
"UTM:(10S 0590 4108 1000)",2.2,1,403,37.1184,-121.9813,0,0.330,"UTM:(10S 0590 4108 1000)",""
"UTM:(10S 0590 4119 1000)",2.7,1,406,37.2176,-121.9800,0,0.330,"UTM:(10S 0590 4119 1000)",""
"UTM:(10S 0590 4120 1000)",1.0,1,406,37.2266,-121.9798,0,0.330,"UTM:(10S 0590 4120 1000)",""
"UTM:(10S 0590 4129 1000)",2.0,2,409,37.3077,-121.9788,0,0.320,"UTM:(10S 0590 4129 1000)",""
"UTM:(10S 0590 4135 1000)",3.1,1,412,37.3619,-121.9780,0,0.330,"UTM:(10S 0590 4135 1000)",""
"UTM:(10S 0590 4156 1000)",2.0,1,420,37.5511,-121.9754,0,0.330,"UTM:(10S 0590 4156 1000)",""
"UTM:(10S 0590 4179 1000)",5.8,1,429,37.7584,-121.9726,0,0.330,"UTM:(10S 0590 4179 1000)",""
"UTM:(10S 0590 4181 1000)",2.2,6,430,37.7764,-121.9724,0,0.285,"UTM:(10S 0590 4181 1000)",""
"UTM:(10S 0590 4184 1000)",3.8,2,432,37.8034,-121.9719,0,0.320,"UTM:(10S 0590 4184 1000)",""
"UTM:(10S 0590 4241 1000)",1.0,1,461,38.3171,-121.9648,0,0.330,"UTM:(10S 0590 4241 1000)",""
"UTM:(10S 0590 4243 1000)",2.0,1,462,38.3350,-121.9645,0,0.330,"UTM:(10S 0590 4243 1000)",""
"UTM:(10S 0590 4245 1000)",2.0,1,463,38.3530,-121.9642,0,0.330,"UTM:(10S 0590 4245 1000)",""
"UTM:(10S 0590 4246 1000)",2.0,1,463,38.3621,-121.9641,0,0.330,"UTM:(10S 0590 4246 1000)",""
"UTM:(10S 0591 4091 1000)",1.0,2,397,36.9652,-121.9721,0,0.320,"UTM:(10S 0591 4091 1000)",""
"UTM:(10S 0591 4128 1000)",1.0,2,408,37.2987,-121.9676,0,0.320,"UTM:(10S 0591 4128 1000)",""
"UTM:(10S 0591 4130 1000)",1.0,1,409,37.3166,-121.9674,0,0.330,"UTM:(10S 0591 4130 1000)",""
"UTM:(10S 0591 4131 1000)",1.0,1,409,37.3256,-121.9672,0,0.330,"UTM:(10S 0591 4131 1000)",""
"UTM:(10S 0591 4154 1000)",2.0,1,418,37.5329,-121.9644,0,0.330,"UTM:(10S 0591 4154 1000)",""
"UTM:(10S 0591 4178 1000)",1.0,1,428,37.7493,-121.9614,0,0.330,"UTM:(10S 0591 4178 1000)",""
"UTM:(10S 0591 4179 1000)",2.0,2,429,37.7583,-121.9613,0,0.320,"UTM:(10S 0591 4179 1000)",""
"UTM:(10S 0591 4184 1000)",2.0,2,431,37.8033,-121.9606,0,0.320,"UTM:(10S 0591 4184 1000)",""
"UTM:(10S 0591 4188 1000)",3.1,1,433,37.8393,-121.9601,0,0.330,"UTM:(10S 0591 4188 1000)",""
"UTM:(10S 0591 4245 1000)",2.0,1,462,38.3529,-121.9528,0,0.330,"UTM:(10S 0591 4245 1000)",""
"UTM:(10S 0592 4093 1000)",1.0,1,396,36.9830,-121.9607,0,0.330,"UTM:(10S 0592 4093 1000)",""
"UTM:(10S 0592 4121 1000)",1.0,1,405,37.2355,-121.9572,0,0.330,"UTM:(10S 0592 4121 1000)",""
"UTM:(10S 0592 4129 1000)",2.0,1,408,37.3075,-121.9562,0,0.330,"UTM:(10S 0592 4129 1000)",""
"UTM:(10S 0592 4134 1000)",2.0,7,409,37.3526,-121.9556,0,0.277,"UTM:(10S 0592 4134 1000)",""
"UTM:(10S 0592 4135 1000)",2.2,1,410,37.3616,-121.9555,0,0.330,"UTM:(10S 0592 4135 1000)",""
"UTM:(10S 0592 4139 1000)",2.2,2,411,37.3976,-121.9549,0,0.320,"UTM:(10S 0592 4139 1000)",""
"UTM:(10S 0592 4150 1000)",3.1,1,415,37.4968,-121.9536,0,0.330,"UTM:(10S 0592 4150 1000)",""
"UTM:(10S 0592 4152 1000)",1.0,1,416,37.5148,-121.9533,0,0.330,"UTM:(10S 0592 4152 1000)",""
"UTM:(10S 0592 4153 1000)",1.0,1,417,37.5238,-121.9532,0,0.330,"UTM:(10S 0592 4153 1000)",""
"UTM:(10S 0592 4177 1000)",2.0,1,427,37.7401,-121.9502,0,0.330,"UTM:(10S 0592 4177 1000)",""
"UTM:(10S 0592 4184 1000)",2.0,3,430,37.8032,-121.9493,0,0.311,"UTM:(10S 0592 4184 1000)",""
"UTM:(10S 0592 4187 1000)",2.2,1,431,37.8302,-121.9488,0,0.330,"UTM:(10S 0592 4187 1000)",""
"UTM:(10S 0592 4244 1000)",3.1,1,461,38.3439,-121.9415,0,0.330,"UTM:(10S 0592 4244 1000)",""
"UTM:(10S 0592 4246 1000)",1.0,3,462,38.3619,-121.9412,0,0.311,"UTM:(10S 0592 4246 1000)",""
"UTM:(10S 0592 4250 1000)",2.0,1,464,38.3980,-121.9407,0,0.330,"UTM:(10S 0592 4250 1000)",""
"UTM:(10S 0593 4050 1000)",2.0,1,386,36.5954,-121.9547,0,0.330,"UTM:(10S 0593 4050 1000)",""
"UTM:(10S 0593 4123 1000)",2.0,1,405,37.2533,-121.9457,0,0.330,"UTM:(10S 0593 4123 1000)",""
"UTM:(10S 0593 4124 1000)",1.0,1,405,37.2623,-121.9455,0,0.330,"UTM:(10S 0593 4124 1000)",""
"UTM:(10S 0593 4127 1000)",1.0,1,406,37.2895,-121.9452,0,0.330,"UTM:(10S 0593 4127 1000)",""
"UTM:(10S 0593 4139 1000)",2.0,4,410,37.3975,-121.9436,0,0.302,"UTM:(10S 0593 4139 1000)",""
"UTM:(10S 0593 4140 1000)",1.0,1,411,37.4065,-121.9435,0,0.330,"UTM:(10S 0593 4140 1000)",""
"UTM:(10S 0593 4154 1000)",2.0,1,416,37.5328,-121.9418,0,0.330,"UTM:(10S 0593 4154 1000)",""
"UTM:(10S 0593 4173 1000)",2.0,3,424,37.7039,-121.9393,0,0.311,"UTM:(10S 0593 4173 1000)",""
"UTM:(10S 0593 4178 1000)",2.2,2,426,37.7490,-121.9386,0,0.320,"UTM:(10S 0593 4178 1000)",""
"UTM:(10S 0593 4199 1000)",2.0,2,436,37.9382,-121.9359,0,0.320,"UTM:(10S 0593 4199 1000)",""
"UTM:(10S 0593 4236 1000)",2.0,1,455,38.2717,-121.9311,0,0.330,"UTM:(10S 0593 4236 1000)",""
"UTM:(10S 0593 4246 1000)",2.0,1,461,38.3618,-121.9298,0,0.330,"UTM:(10S 0593 4246 1000)",""
"UTM:(10S 0594 4127 1000)",2.0,4,405,37.2893,-121.9339,0,0.302,"UTM:(10S 0594 4127 1000)",""
"UTM:(10S 0594 4130 1000)",2.0,1,406,37.3163,-121.9335,0,0.330,"UTM:(10S 0594 4130 1000)",""
"UTM:(10S 0594 4134 1000)",2.9,1,407,37.3524,-121.9330,0,0.330,"UTM:(10S 0594 4134 1000)",""
"UTM:(10S 0594 4174 1000)",2.0,1,424,37.7129,-121.9279,0,0.330,"UTM:(10S 0594 4174 1000)",""
"UTM:(10S 0594 4175 1000)",2.2,1,424,37.7219,-121.9277,0,0.330,"UTM:(10S 0594 4175 1000)",""
"UTM:(10S 0594 4182 1000)",2.0,1,427,37.7850,-121.9268,0,0.330,"UTM:(10S 0594 4182 1000)",""
"UTM:(10S 0594 4184 1000)",2.0,1,428,37.8029,-121.9265,0,0.330,"UTM:(10S 0594 4184 1000)",""
"UTM:(10S 0595 4130 1000)",4.1,1,405,37.3162,-121.9222,0,0.330,"UTM:(10S 0595 4130 1000)",""
"UTM:(10S 0595 4131 1000)",1.0,1,405,37.3252,-121.9221,0,0.330,"UTM:(10S 0595 4131 1000)",""
"UTM:(10S 0595 4137 1000)",2.2,1,408,37.3794,-121.9213,0,0.330,"UTM:(10S 0595 4137 1000)",""
"UTM:(10S 0595 4139 1000)",2.2,1,408,37.3974,-121.9211,0,0.330,"UTM:(10S 0595 4139 1000)",""
"UTM:(10S 0595 4141 1000)",2.7,1,409,37.4154,-121.9208,0,0.330,"UTM:(10S 0595 4141 1000)",""
"UTM:(10S 0595 4144 1000)",3.1,1,410,37.4425,-121.9204,0,0.330,"UTM:(10S 0595 4144 1000)",""
"UTM:(10S 0595 4145 1000)",2.0,1,411,37.4515,-121.9203,0,0.330,"UTM:(10S 0595 4145 1000)",""
"UTM:(10S 0595 4171 1000)",3.1,1,421,37.6857,-121.9169,0,0.330,"UTM:(10S 0595 4171 1000)",""
"UTM:(10S 0595 4173 1000)",2.0,3,422,37.7037,-121.9167,0,0.311,"UTM:(10S 0595 4173 1000)",""
"UTM:(10S 0595 4176 1000)",3.1,1,424,37.7308,-121.9162,0,0.330,"UTM:(10S 0595 4176 1000)",""
"UTM:(10S 0596 4045 1000)",1.0,1,382,36.5500,-121.9218,0,0.330,"UTM:(10S 0596 4045 1000)",""
"UTM:(10S 0596 4093 1000)",2.0,1,393,36.9826,-121.9157,0,0.330,"UTM:(10S 0596 4093 1000)",""
"UTM:(10S 0596 4122 1000)",2.0,3,401,37.2441,-121.9120,0,0.311,"UTM:(10S 0596 4122 1000)",""
"UTM:(10S 0596 4131 1000)",1.0,1,405,37.3252,-121.9108,0,0.330,"UTM:(10S 0596 4131 1000)",""
"UTM:(10S 0596 4132 1000)",2.0,2,405,37.3342,-121.9107,0,0.320,"UTM:(10S 0596 4132 1000)",""
"UTM:(10S 0596 4136 1000)",2.4,6,406,37.3702,-121.9101,0,0.285,"UTM:(10S 0596 4136 1000)",""
"UTM:(10S 0596 4170 1000)",2.9,4,420,37.6766,-121.9057,0,0.302,"UTM:(10S 0596 4170 1000)",""
"UTM:(10S 0596 4171 1000)",2.7,2,421,37.6856,-121.9056,0,0.320,"UTM:(10S 0596 4171 1000)",""
"UTM:(10S 0596 4183 1000)",2.0,2,426,37.7938,-121.9040,0,0.320,"UTM:(10S 0596 4183 1000)",""
"UTM:(10S 0596 4206 1000)",2.0,2,437,38.0010,-121.9008,0,0.320,"UTM:(10S 0596 4206 1000)",""
"UTM:(10S 0597 4044 1000)",1.0,1,381,36.5409,-121.9108,0,0.330,"UTM:(10S 0597 4044 1000)",""
"UTM:(10S 0597 4048 1000)",2.2,1,382,36.5769,-121.9102,0,0.330,"UTM:(10S 0597 4048 1000)",""
"UTM:(10S 0597 4052 1000)",2.0,2,382,36.6131,-121.9098,0,0.320,"UTM:(10S 0597 4052 1000)",""
"UTM:(10S 0597 4091 1000)",1.0,2,391,36.9646,-121.9047,0,0.320,"UTM:(10S 0597 4091 1000)",""
"UTM:(10S 0597 4096 1000)",1.0,1,392,37.0097,-121.9041,0,0.330,"UTM:(10S 0597 4096 1000)",""
"UTM:(10S 0597 4128 1000)",2.0,1,403,37.2981,-121.8999,0,0.330,"UTM:(10S 0597 4128 1000)",""
"UTM:(10S 0597 4129 1000)",2.0,2,403,37.3071,-121.8998,0,0.320,"UTM:(10S 0597 4129 1000)",""
"UTM:(10S 0597 4132 1000)",2.9,9,404,37.3341,-121.8994,0,0.262,"UTM:(10S 0597 4132 1000)",""
"UTM:(10S 0597 4133 1000)",2.0,1,404,37.3430,-121.8992,0,0.330,"UTM:(10S 0597 4133 1000)",""
"UTM:(10S 0597 4138 1000)",1.0,2,406,37.3881,-121.8986,0,0.320,"UTM:(10S 0597 4138 1000)",""
"UTM:(10S 0597 4139 1000)",2.0,1,407,37.3971,-121.8984,0,0.330,"UTM:(10S 0597 4139 1000)",""
"UTM:(10S 0597 4141 1000)",2.0,1,407,37.4151,-121.8982,0,0.330,"UTM:(10S 0597 4141 1000)",""
"UTM:(10S 0597 4143 1000)",2.0,6,408,37.4331,-121.8980,0,0.285,"UTM:(10S 0597 4143 1000)",""
"UTM:(10S 0597 4145 1000)",2.2,1,409,37.4513,-121.8977,0,0.330,"UTM:(10S 0597 4145 1000)",""
"UTM:(10S 0597 4168 1000)",3.4,1,418,37.6585,-121.8946,0,0.330,"UTM:(10S 0597 4168 1000)",""
"UTM:(10S 0597 4169 1000)",3.4,2,419,37.6675,-121.8945,0,0.320,"UTM:(10S 0597 4169 1000)",""
"UTM:(10S 0597 4170 1000)",2.0,4,419,37.6765,-121.8944,0,0.302,"UTM:(10S 0597 4170 1000)",""
"UTM:(10S 0597 4172 1000)",1.0,1,420,37.6945,-121.8940,0,0.330,"UTM:(10S 0597 4172 1000)",""
"UTM:(10S 0597 4206 1000)",2.0,1,436,38.0010,-121.8895,0,0.330,"UTM:(10S 0597 4206 1000)",""
"UTM:(10S 0597 4281 1000)",3.4,1,478,38.6767,-121.8791,0,0.330,"UTM:(10S 0597 4281 1000)",""
"UTM:(10S 0597 4399 1000)",2.0,1,559,39.7399,-121.8621,0,0.330,"UTM:(10S 0597 4399 1000)",""
"UTM:(10S 0597 4400 1000)",2.2,1,559,39.7489,-121.8620,0,0.330,"UTM:(10S 0597 4400 1000)",""
"UTM:(10S 0598 4050 1000)",2.0,5,381,36.5949,-121.8988,0,0.293,"UTM:(10S 0598 4050 1000)",""
"UTM:(10S 0598 4051 1000)",2.0,1,381,36.6039,-121.8987,0,0.330,"UTM:(10S 0598 4051 1000)",""
"UTM:(10S 0598 4052 1000)",1.0,2,381,36.6129,-121.8986,0,0.320,"UTM:(10S 0598 4052 1000)",""
"UTM:(10S 0598 4124 1000)",1.0,1,400,37.2618,-121.8892,0,0.330,"UTM:(10S 0598 4124 1000)",""
"UTM:(10S 0598 4125 1000)",1.0,1,401,37.2708,-121.8890,0,0.330,"UTM:(10S 0598 4125 1000)",""
"UTM:(10S 0598 4129 1000)",1.0,1,402,37.3070,-121.8885,0,0.330,"UTM:(10S 0598 4129 1000)",""
"UTM:(10S 0598 4132 1000)",2.6,14,403,37.3340,-121.8881,0,0.230,"UTM:(10S 0598 4132 1000)",""
"UTM:(10S 0598 4133 1000)",2.0,10,403,37.3430,-121.8880,0,0.255,"UTM:(10S 0598 4133 1000)",""
"UTM:(10S 0598 4138 1000)",2.0,2,405,37.3880,-121.8873,0,0.320,"UTM:(10S 0598 4138 1000)",""
"UTM:(10S 0598 4170 1000)",2.0,2,418,37.6765,-121.8830,0,0.320,"UTM:(10S 0598 4170 1000)",""
"UTM:(10S 0598 4171 1000)",2.4,6,419,37.6855,-121.8828,0,0.285,"UTM:(10S 0598 4171 1000)",""
"UTM:(10S 0598 4172 1000)",2.2,1,419,37.6945,-121.8827,0,0.330,"UTM:(10S 0598 4172 1000)",""
"UTM:(10S 0598 4397 1000)",2.7,1,557,39.7216,-121.8507,0,0.330,"UTM:(10S 0598 4397 1000)",""
"UTM:(10S 0599 4120 1000)",2.0,2,398,37.2257,-121.8784,0,0.320,"UTM:(10S 0599 4120 1000)",""
"UTM:(10S 0599 4130 1000)",2.0,2,401,37.3158,-121.8771,0,0.320,"UTM:(10S 0599 4130 1000)",""
"UTM:(10S 0599 4131 1000)",2.0,9,402,37.3248,-121.8769,0,0.262,"UTM:(10S 0599 4131 1000)",""
"UTM:(10S 0599 4132 1000)",1.0,1,402,37.3338,-121.8768,0,0.330,"UTM:(10S 0599 4132 1000)",""
"UTM:(10S 0599 4137 1000)",2.0,1,404,37.3790,-121.8761,0,0.330,"UTM:(10S 0599 4137 1000)",""
"UTM:(10S 0599 4138 1000)",2.0,1,404,37.3880,-121.8760,0,0.330,"UTM:(10S 0599 4138 1000)",""
"UTM:(10S 0599 4140 1000)",3.8,1,405,37.4060,-121.8758,0,0.330,"UTM:(10S 0599 4140 1000)",""
"UTM:(10S 0599 4168 1000)",2.7,19,416,37.6582,-121.8719,0,0.203,"UTM:(10S 0599 4168 1000)",""
"UTM:(10S 0599 4173 1000)",3.0,5,419,37.7034,-121.8713,0,0.293,"UTM:(10S 0599 4173 1000)",""
"UTM:(10S 0599 4174 1000)",2.7,1,419,37.7124,-121.8712,0,0.330,"UTM:(10S 0599 4174 1000)",""
"UTM:(10S 0599 4177 1000)",1.0,1,420,37.7394,-121.8707,0,0.330,"UTM:(10S 0599 4177 1000)",""
"UTM:(10S 0599 4398 1000)",2.0,3,557,39.7306,-121.8389,0,0.311,"UTM:(10S 0599 4398 1000)",""
"UTM:(10S 0600 4044 1000)",2.2,1,378,36.5406,-121.8773,0,0.330,"UTM:(10S 0600 4044 1000)",""
"UTM:(10S 0600 4132 1000)",3.1,2,401,37.3338,-121.8655,0,0.320,"UTM:(10S 0600 4132 1000)",""
"UTM:(10S 0600 4134 1000)",3.4,1,402,37.3517,-121.8653,0,0.330,"UTM:(10S 0600 4134 1000)",""
"UTM:(10S 0600 4173 1000)",2.2,1,418,37.7032,-121.8599,0,0.330,"UTM:(10S 0600 4173 1000)",""
"UTM:(10S 0600 4174 1000)",2.0,1,418,37.7122,-121.8597,0,0.330,"UTM:(10S 0600 4174 1000)",""
"UTM:(10S 0601 4123 1000)",1.0,2,397,37.2525,-121.8555,0,0.320,"UTM:(10S 0601 4123 1000)",""
"UTM:(10S 0601 4134 1000)",3.0,2,401,37.3516,-121.8540,0,0.320,"UTM:(10S 0601 4134 1000)",""
"UTM:(10S 0601 4137 1000)",2.0,2,402,37.3787,-121.8536,0,0.320,"UTM:(10S 0601 4137 1000)",""
"UTM:(10S 0601 4171 1000)",2.2,1,416,37.6851,-121.8488,0,0.330,"UTM:(10S 0601 4171 1000)",""
"UTM:(10S 0601 4206 1000)",2.7,1,433,38.0005,-121.8440,0,0.330,"UTM:(10S 0601 4206 1000)",""
"UTM:(10S 0601 4401 1000)",2.7,1,558,39.7574,-121.8151,0,0.330,"UTM:(10S 0601 4401 1000)",""
"UTM:(10S 0601 4403 1000)",2.0,2,559,39.7754,-121.8148,0,0.320,"UTM:(10S 0601 4403 1000)",""
"UTM:(10S 0602 4086 1000)",1.0,1,385,36.9189,-121.8492,0,0.330,"UTM:(10S 0602 4086 1000)",""
"UTM:(10S 0602 4089 1000)",2.0,1,386,36.9459,-121.8488,0,0.330,"UTM:(10S 0602 4089 1000)",""
"UTM:(10S 0602 4119 1000)",1.0,2,395,37.2163,-121.8447,0,0.320,"UTM:(10S 0602 4119 1000)",""
"UTM:(10S 0602 4123 1000)",4.9,1,396,37.2524,-121.8442,0,0.330,"UTM:(10S 0602 4123 1000)",""
"UTM:(10S 0602 4126 1000)",2.0,1,397,37.2794,-121.8438,0,0.330,"UTM:(10S 0602 4126 1000)",""
"UTM:(10S 0602 4127 1000)",2.0,1,397,37.2884,-121.8436,0,0.330,"UTM:(10S 0602 4127 1000)",""
"UTM:(10S 0602 4138 1000)",1.0,1,402,37.3876,-121.8421,0,0.330,"UTM:(10S 0602 4138 1000)",""
"UTM:(10S 0602 4204 1000)",2.2,1,431,37.9823,-121.8329,0,0.330,"UTM:(10S 0602 4204 1000)",""
"UTM:(10S 0602 4205 1000)",2.5,1,431,37.9913,-121.8327,0,0.330,"UTM:(10S 0602 4205 1000)",""
"UTM:(10S 0602 4255 1000)",2.2,1,459,38.4419,-121.8255,0,0.330,"UTM:(10S 0602 4255 1000)",""
"UTM:(10S 0602 4265 1000)",2.0,1,465,38.5320,-121.8240,0,0.330,"UTM:(10S 0602 4265 1000)",""
"UTM:(10S 0603 4122 1000)",2.0,1,395,37.2433,-121.8331,0,0.330,"UTM:(10S 0603 4122 1000)",""
"UTM:(10S 0603 4123 1000)",2.7,1,395,37.2523,-121.8329,0,0.330,"UTM:(10S 0603 4123 1000)",""
"UTM:(10S 0603 4127 1000)",2.0,1,397,37.2884,-121.8324,0,0.330,"UTM:(10S 0603 4127 1000)",""
"UTM:(10S 0603 4204 1000)",2.0,2,430,37.9823,-121.8214,0,0.320,"UTM:(10S 0603 4204 1000)",""
"UTM:(10S 0603 4208 1000)",2.0,3,432,38.0183,-121.8209,0,0.311,"UTM:(10S 0603 4208 1000)",""
"UTM:(10S 0603 4389 1000)",1.0,1,547,39.6491,-121.7936,0,0.330,"UTM:(10S 0603 4389 1000)",""
"UTM:(10S 0604 4123 1000)",2.0,3,394,37.2522,-121.8217,0,0.311,"UTM:(10S 0604 4123 1000)",""
"UTM:(10S 0604 4137 1000)",1.0,1,399,37.3783,-121.8197,0,0.330,"UTM:(10S 0604 4137 1000)",""
"UTM:(10S 0604 4202 1000)",1.0,2,428,37.9642,-121.8103,0,0.320,"UTM:(10S 0604 4202 1000)",""
"UTM:(10S 0604 4207 1000)",2.0,3,431,38.0091,-121.8097,0,0.311,"UTM:(10S 0604 4207 1000)",""
"UTM:(10S 0604 4280 1000)",2.0,1,472,38.6669,-121.7988,0,0.330,"UTM:(10S 0604 4280 1000)",""
"UTM:(10S 0605 4046 1000)",2.0,1,374,36.5581,-121.8211,0,0.330,"UTM:(10S 0605 4046 1000)",""
"UTM:(10S 0605 4123 1000)",2.0,1,393,37.2520,-121.8104,0,0.330,"UTM:(10S 0605 4123 1000)",""
"UTM:(10S 0605 4169 1000)",2.0,1,412,37.6667,-121.8038,0,0.330,"UTM:(10S 0605 4169 1000)",""
